CategoryCode,ItemCode,Week,WeeklySales
category_2,1067074,2021_39,18
category_2,40759,2021_39,38
category_2,267478,2021_39,11
category_1,145978,2021_39,20
category_3,131983,2021_39,18
category_2,110320,2021_39,13
category_2,248272,2021_39,14
category_2,858886,2021_39,5
category_2,1044502,2021_39,6
category_4,245581,2021_39,24
category_1,42496,2021_39,19
category_1,3418,2021_39,29
category_4,753613,2021_39,5
category_1,1032586,2021_39,9
category_1,1058713,2021_39,36
category_2,23569,2021_39,15
category_3,1013335,2021_39,6
category_2,1101571,2021_39,2
category_1,1021264,2021_39,4
category_3,7666,2021_39,84
category_3,16936,2021_39,9
category_1,119554,2021_39,26
category_2,1070818,2021_39,5
category_2,1070836,2021_39,8
category_2,815101,2021_39,15
category_2,132028,2021_39,97
category_3,1090024,2021_39,12
category_4,836584,2021_39,83
category_2,75886,2021_39,7
category_2,1090240,2021_39,8
category_2,1010068,2021_39,7
category_1,1061341,2021_39,18
category_3,169504,2021_39,311
category_2,1101553,2021_39,4
category_2,225259,2021_39,8
category_1,1032532,2021_39,44
category_1,86992,2021_39,5
category_2,9925,2021_39,1
category_1,38518,2021_39,9
category_1,1047967,2021_39,184
category_1,1056463,2021_39,9
category_3,1081060,2021_39,52
category_1,370195,2021_39,20
category_2,837943,2021_39,40
category_1,1067119,2021_39,18
category_1,1061638,2021_39,24
category_1,35449,2021_39,2
category_2,43630,2021_39,9
category_2,1064473,2021_39,28
category_2,1090249,2021_39,13
category_4,23200,2021_39,8
category_2,174436,2021_39,35
category_2,57058,2021_39,5
category_2,903976,2021_39,41
category_3,132334,2021_39,11
category_2,111382,2021_39,8
category_4,1003147,2021_39,25
category_1,142756,2021_39,10
category_1,3427,2021_39,11
category_1,1032559,2021_39,9
category_2,39436,2021_39,139
category_4,123307,2021_39,242
category_3,1063600,2021_39,11
category_2,1006090,2021_39,2
category_2,87559,2021_39,8
category_3,1081078,2021_39,8
category_4,1082743,2021_39,5
category_2,1067092,2021_39,74
category_1,76399,2021_39,21
category_2,399220,2021_39,6
category_2,1076920,2021_39,4
category_2,216151,2021_39,8
category_1,1081321,2021_39,7
category_2,124954,2021_39,7
category_2,65788,2021_39,26
category_1,17296,2021_39,115
category_2,118033,2021_39,7
category_1,36898,2021_39,17
category_4,1074823,2021_39,60
category_2,913561,2021_39,3
category_1,43738,2021_39,10
category_2,111436,2021_39,3
category_1,1044691,2021_39,5
category_2,1006108,2021_39,2
category_3,1066570,2021_39,36
category_4,872260,2021_39,4
category_1,124774,2021_39,3
category_2,1090258,2021_39,3
category_1,1090105,2021_39,2
category_1,755584,2021_39,9
category_2,50785,2021_39,9
category_2,877624,2021_39,7
category_2,130993,2021_39,7
category_2,99079,2021_39,9
category_2,1076929,2021_39,2
category_2,1076938,2021_39,6
category_2,999403,2021_39,2
category_2,1071124,2021_39,11
category_1,379249,2021_39,7
category_2,211309,2021_39,11
category_2,262384,2021_39,3
category_4,731104,2021_39,7
category_2,836125,2021_39,11
category_2,64978,2021_39,2
category_1,42424,2021_39,13
category_1,371104,2021_39,4
category_1,24136,2021_39,17
category_2,173617,2021_39,7
category_1,1044619,2021_39,14
category_1,1084498,2021_39,15
category_2,745945,2021_39,5
category_2,138742,2021_39,9
category_2,1101769,2021_39,8
category_1,1077118,2021_39,7
category_1,1048975,2021_39,2
category_3,1081069,2021_39,12
category_3,1101661,2021_39,5
category_1,1050046,2021_39,8
category_1,59047,2021_39,3
category_1,1090303,2021_39,3
category_1,17287,2021_39,2
category_1,37510,2021_39,1
category_1,145330,2021_39,7
category_1,35584,2021_39,1
category_1,48940,2021_39,2
category_2,1098502,2021_39,3
category_2,1026871,2021_39,4
category_1,1044610,2021_39,2
category_2,41830,2021_39,3
category_2,1090276,2021_39,4
category_2,906595,2021_39,2
category_1,1090114,2021_39,2
category_1,1032550,2021_39,74
category_1,35530,2021_39,2
category_2,1071115,2021_39,7
category_1,1085749,2021_39,2
category_2,906586,2021_39,2
category_1,1015621,2021_39,2
category_1,17296,2021_40,274
category_2,172582,2021_40,18
category_4,245581,2021_40,66
category_2,1010068,2021_40,20
category_2,87559,2021_40,30
category_2,1071106,2021_40,22
category_3,1101661,2021_40,22
category_1,3418,2021_40,42
category_2,1090240,2021_40,23
category_2,267478,2021_40,44
category_2,262384,2021_40,9
category_2,1006090,2021_40,6
category_2,110320,2021_40,37
category_2,1067074,2021_40,38
category_1,1084498,2021_40,25
category_1,86992,2021_40,43
category_2,23569,2021_40,13
category_3,1060630,2021_40,49
category_1,145330,2021_40,11
category_4,123307,2021_40,569
category_2,1064473,2021_40,39
category_2,132028,2021_40,133
category_1,1032559,2021_40,17
category_1,1032541,2021_40,60
category_3,1081069,2021_40,14
category_1,142756,2021_40,43
category_1,124774,2021_40,26
category_2,1090276,2021_40,24
category_1,1067119,2021_40,27
category_2,216151,2021_40,12
category_2,1101553,2021_40,11
category_2,1070818,2021_40,8
category_1,1032532,2021_40,53
category_2,20824,2021_40,144
category_1,1090105,2021_40,5
category_2,172033,2021_40,44
category_1,839356,2021_40,21
category_1,1047967,2021_40,106
category_1,1015621,2021_40,5
category_4,1024810,2021_40,59
category_2,210868,2021_40,11
category_2,999403,2021_40,5
category_3,7666,2021_40,119
category_1,119554,2021_40,108
category_2,1101571,2021_40,7
category_1,1054978,2021_40,60
category_2,1076929,2021_40,4
category_2,1071124,2021_40,10
category_2,124954,2021_40,9
category_2,40759,2021_40,59
category_3,131983,2021_40,44
category_1,1044619,2021_40,52
category_1,370195,2021_40,35
category_1,1032568,2021_40,10
category_2,30877,2021_40,70
category_4,872260,2021_40,17
category_2,64978,2021_40,8
category_1,1090114,2021_40,5
category_1,1056463,2021_40,21
category_2,1076920,2021_40,19
category_1,145978,2021_40,35
category_1,35530,2021_40,21
category_1,1061638,2021_40,90
category_4,1003147,2021_40,54
category_3,16936,2021_40,25
category_2,877624,2021_40,47
category_1,3427,2021_40,40
category_2,174436,2021_40,64
category_2,399220,2021_40,23
category_2,745945,2021_40,15
category_4,836584,2021_40,70
category_1,36898,2021_40,55
category_1,755584,2021_40,31
category_1,1081339,2021_40,20
category_3,1047130,2021_40,41
category_1,1044691,2021_40,13
category_3,169504,2021_40,780
category_2,173617,2021_40,21
category_2,836152,2021_40,22
category_3,1066570,2021_40,120
category_1,1090294,2021_40,11
category_2,1092184,2021_40,15
category_4,1003156,2021_40,65
category_3,37861,2021_40,168
category_1,1081321,2021_40,27
category_1,1044682,2021_40,45
category_1,1032586,2021_40,21
category_2,65788,2021_40,46
category_1,379249,2021_40,26
category_2,59749,2021_40,44
category_3,1090024,2021_40,22
category_4,1074823,2021_40,227
category_2,211309,2021_40,12
category_3,1081078,2021_40,11
category_1,76399,2021_40,11
category_3,1063600,2021_40,10
category_2,1044502,2021_40,30
category_1,43657,2021_40,12
category_2,43630,2021_40,31
category_2,836125,2021_40,42
category_2,39436,2021_40,161
category_2,1098502,2021_40,8
category_1,1061341,2021_40,62
category_1,42424,2021_40,24
category_2,858886,2021_40,10
category_2,111382,2021_40,24
category_1,17287,2021_40,16
category_2,99079,2021_40,20
category_2,1006108,2021_40,10
category_2,1070836,2021_40,30
category_2,1067092,2021_40,135
category_2,815101,2021_40,26
category_2,1071115,2021_40,11
category_2,1026871,2021_40,13
category_2,86974,2021_40,20
category_2,687616,2021_40,15
category_4,731104,2021_40,25
category_1,38518,2021_40,25
category_1,1048975,2021_40,4
category_2,1090249,2021_40,9
category_2,837943,2021_40,85
category_2,57058,2021_40,11
category_2,117610,2021_40,11
category_2,111436,2021_40,6
category_1,35449,2021_40,1
category_2,41830,2021_40,17
category_4,1082743,2021_40,6
category_2,130993,2021_40,19
category_3,1064572,2021_40,7
category_1,1058713,2021_40,30
category_1,1067128,2021_40,11
category_2,32245,2021_40,41
category_2,138742,2021_40,36
category_2,1090258,2021_40,6
category_2,1101562,2021_40,9
category_1,1049776,2021_40,15
category_3,88450,2021_40,91
category_3,1081060,2021_40,83
category_2,1076938,2021_40,8
category_1,1021264,2021_40,9
category_2,75886,2021_40,12
category_3,1013335,2021_40,10
category_2,50785,2021_40,18
category_4,1060909,2021_40,110
category_2,9925,2021_40,9
category_4,753613,2021_40,32
category_1,43738,2021_40,11
category_3,132334,2021_40,14
category_1,1090303,2021_40,6
category_1,1032550,2021_40,16
category_1,1050046,2021_40,9
category_1,1068883,2021_40,3
category_2,838456,2021_40,11
category_2,903976,2021_40,7
category_1,24136,2021_40,25
category_4,1003183,2021_40,18
category_2,1006099,2021_40,3
category_2,913561,2021_40,11
category_2,248272,2021_40,17
category_2,118033,2021_40,7
category_1,839374,2021_40,13
category_2,225259,2021_40,17
category_1,1077118,2021_40,10
category_3,1097143,2021_40,30
category_4,1003192,2021_40,14
category_2,87046,2021_40,6
category_1,371239,2021_40,10
category_1,42496,2021_40,11
category_1,1085749,2021_40,2
category_2,865933,2021_40,40
category_1,1044610,2021_40,6
category_2,906595,2021_40,5
category_2,213802,2021_40,11
category_1,37510,2021_40,12
category_1,1075651,2021_40,5
category_1,59047,2021_40,5
category_3,1081087,2021_40,11
category_4,23200,2021_40,7
category_2,906586,2021_40,1
category_2,1098493,2021_40,7
category_1,48940,2021_40,10
category_1,35584,2021_40,6
category_2,1006009,2021_40,22
category_1,1030948,2021_40,2
category_2,1101769,2021_40,3
category_1,416212,2021_40,4
category_1,371104,2021_40,6
category_3,397213,2021_40,6
category_1,76399,2021_51,39
category_1,1058713,2021_51,57
category_3,1063600,2021_51,14
category_2,110320,2021_51,47
category_1,839356,2021_51,32
category_1,1032586,2021_51,18
category_3,37861,2021_51,143
category_1,1081321,2021_51,26
category_2,174436,2021_51,41
category_1,119554,2021_51,184
category_2,1067092,2021_51,70
category_1,17296,2021_51,434
category_4,753613,2021_51,17
category_1,1032532,2021_51,129
category_2,117610,2021_51,8
category_1,1044619,2021_51,53
category_2,210868,2021_51,10
category_2,1076929,2021_51,59
category_3,1081069,2021_51,15
category_2,124954,2021_51,12
category_1,1044682,2021_51,45
category_2,1105027,2021_51,7
category_3,1060630,2021_51,21
category_2,32245,2021_51,53
category_2,225259,2021_51,14
category_2,20824,2021_51,119
category_1,1077118,2021_51,17
category_2,877624,2021_51,34
category_2,1101571,2021_51,81
category_1,1061638,2021_51,70
category_2,173617,2021_51,23
category_2,23569,2021_51,16
category_2,1010068,2021_51,12
category_2,1064473,2021_51,27
category_1,1081339,2021_51,36
category_1,86992,2021_51,55
category_2,138742,2021_51,27
category_1,1044610,2021_51,12
category_1,839374,2021_51,27
category_3,1066570,2021_51,47
category_2,64978,2021_51,3
category_3,131983,2021_51,45
category_1,1054978,2021_51,34
category_1,48940,2021_51,23
category_4,245581,2021_51,93
category_2,99079,2021_51,35
category_3,1081087,2021_51,16
category_2,43630,2021_51,22
category_2,837943,2021_51,89
category_1,43657,2021_51,10
category_2,87046,2021_51,17
category_3,88450,2021_51,111
category_1,1047967,2021_51,114
category_3,1081078,2021_51,13
category_2,1026871,2021_51,9
category_1,370195,2021_51,96
category_2,399220,2021_51,91
category_1,36898,2021_51,76
category_2,40759,2021_51,155
category_2,1044502,2021_51,17
category_2,1067074,2021_51,30
category_1,1032559,2021_51,39
category_2,130993,2021_51,15
category_2,1090249,2021_51,31
category_1,142756,2021_51,47
category_2,1098493,2021_51,8
category_2,30877,2021_51,68
category_1,1056463,2021_51,46
category_2,1090240,2021_51,27
category_2,815101,2021_51,32
category_2,57058,2021_51,3
category_2,1006090,2021_51,19
category_1,1032550,2021_51,12
category_2,172582,2021_51,16
category_2,262384,2021_51,18
category_4,1082743,2021_51,15
category_1,145330,2021_51,24
category_2,836125,2021_51,32
category_3,1064572,2021_51,17
category_1,1068883,2021_51,6
category_1,1048975,2021_51,17
category_3,1013335,2021_51,6
category_4,1060909,2021_51,90
category_1,3427,2021_51,78
category_1,1061341,2021_51,67
category_1,1085749,2021_51,16
category_2,111382,2021_51,7
category_3,1047130,2021_51,56
category_2,1098502,2021_51,5
category_2,86974,2021_51,19
category_3,169504,2021_51,534
category_4,1003156,2021_51,142
category_2,858886,2021_51,11
category_4,23200,2021_51,73
category_2,1071115,2021_51,1
category_1,1084498,2021_51,27
category_2,41830,2021_51,17
category_2,1105009,2021_51,7
category_1,1032541,2021_51,97
category_4,1003192,2021_51,34
category_1,1030948,2021_51,5
category_3,132334,2021_51,25
category_2,838456,2021_51,24
category_2,216151,2021_51,17
category_1,145978,2021_51,46
category_2,1070836,2021_51,16
category_4,872260,2021_51,11
category_1,42424,2021_51,62
category_2,1103056,2021_51,18
category_2,687616,2021_51,25
category_1,35449,2021_51,20
category_2,745945,2021_51,21
category_1,42496,2021_51,43
category_2,1071106,2021_51,25
category_3,7666,2021_51,125
category_1,124774,2021_51,17
category_1,371104,2021_51,7
category_4,1024810,2021_51,113
category_2,1090276,2021_51,11
category_3,893824,2021_51,24
category_2,1070818,2021_51,10
category_2,267478,2021_51,5
category_2,1006009,2021_51,7
category_2,906586,2021_51,10
category_1,35530,2021_51,16
category_1,1075651,2021_51,23
category_2,132028,2021_51,140
category_2,50785,2021_51,7
category_1,59047,2021_51,8
category_3,1101661,2021_51,27
category_4,731104,2021_51,19
category_1,1049776,2021_51,51
category_4,1003147,2021_51,72
category_2,248272,2021_51,24
category_1,371239,2021_51,27
category_1,3418,2021_51,75
category_2,39436,2021_51,16
category_3,1097143,2021_51,38
category_2,1076920,2021_51,17
category_3,1090024,2021_51,9
category_2,1092184,2021_51,28
category_4,836584,2021_51,101
category_1,35584,2021_51,19
category_4,123307,2021_51,683
category_2,903976,2021_51,8
category_2,1090258,2021_51,6
category_2,172033,2021_51,13
category_2,906595,2021_51,17
category_2,865933,2021_51,16
category_3,1081060,2021_51,40
category_2,87559,2021_51,34
category_2,1101562,2021_51,31
category_1,1050046,2021_51,19
category_1,379249,2021_51,106
category_2,1006108,2021_51,15
category_1,1067128,2021_51,10
category_3,16936,2021_51,49
category_1,38518,2021_51,12
category_2,59749,2021_51,99
category_1,17287,2021_51,18
category_2,9925,2021_51,17
category_1,24136,2021_51,31
category_1,1067119,2021_51,26
category_1,1032568,2021_51,10
category_2,836152,2021_51,11
category_2,913561,2021_51,5
category_1,1015621,2021_51,11
category_2,211309,2021_51,11
category_1,755584,2021_51,28
category_1,1044691,2021_51,8
category_2,111436,2021_51,8
category_4,1003183,2021_51,2
category_2,267496,2021_51,9
category_2,1105018,2021_51,10
category_1,1090303,2021_51,13
category_1,1090105,2021_51,3
category_2,999403,2021_51,14
category_2,1006099,2021_51,5
category_1,37510,2021_51,4
category_2,65788,2021_51,7
category_2,118033,2021_51,13
category_2,213802,2021_51,9
category_2,1071124,2021_51,10
category_1,416212,2021_51,4
category_4,1074823,2021_51,48
category_1,43738,2021_51,24
category_1,1090114,2021_51,2
category_2,75886,2021_51,7
category_2,1101553,2021_51,5
category_1,1021264,2021_51,1
category_1,1090294,2021_51,11
category_3,397213,2021_51,11
category_2,1076938,2021_51,1
category_2,1071115,2021_50,5
category_2,1090240,2021_50,44
category_2,99079,2021_50,14
category_1,1061638,2021_50,69
category_2,399220,2021_50,58
category_1,1090294,2021_50,5
category_2,216151,2021_50,14
category_1,145330,2021_50,20
category_1,43657,2021_50,7
category_2,110320,2021_50,58
category_3,169504,2021_50,737
category_2,913561,2021_50,11
category_1,1081321,2021_50,15
category_2,1067092,2021_50,118
category_1,76399,2021_50,31
category_3,1101661,2021_50,57
category_2,65788,2021_50,11
category_2,248272,2021_50,16
category_1,1044619,2021_50,36
category_2,1070818,2021_50,6
category_1,1049776,2021_50,42
category_2,87046,2021_50,12
category_2,23569,2021_50,21
category_2,9925,2021_50,15
category_1,1085749,2021_50,25
category_3,88450,2021_50,61
category_1,379249,2021_50,54
category_4,245581,2021_50,76
category_1,1047967,2021_50,95
category_1,1032568,2021_50,4
category_1,1032586,2021_50,20
category_2,174436,2021_50,51
category_1,1067119,2021_50,12
category_2,906586,2021_50,14
category_1,119554,2021_50,140
category_2,111382,2021_50,7
category_2,39436,2021_50,22
category_4,1060909,2021_50,32
category_2,1101769,2021_50,2
category_1,42496,2021_50,29
category_2,999403,2021_50,18
category_1,1032541,2021_50,61
category_1,1030948,2021_50,9
category_2,1071124,2021_50,7
category_3,37861,2021_50,91
category_1,3418,2021_50,73
category_2,173617,2021_50,90
category_2,1090249,2021_50,6
category_4,123307,2021_50,516
category_3,1047130,2021_50,72
category_2,906595,2021_50,11
category_1,145978,2021_50,56
category_1,1077118,2021_50,24
category_1,1090105,2021_50,7
category_2,1071106,2021_50,38
category_1,1054978,2021_50,42
category_2,40759,2021_50,122
category_3,1013335,2021_50,6
category_2,132028,2021_50,113
category_3,1081060,2021_50,49
category_1,35449,2021_50,17
category_2,903976,2021_50,21
category_3,1090024,2021_50,13
category_4,1003192,2021_50,16
category_1,1061341,2021_50,43
category_3,1060630,2021_50,49
category_2,213802,2021_50,9
category_1,1044610,2021_50,24
category_1,370195,2021_50,47
category_2,41830,2021_50,20
category_3,1063600,2021_50,9
category_2,75886,2021_50,17
category_4,1024810,2021_50,113
category_2,32245,2021_50,18
category_1,371239,2021_50,13
category_2,1006009,2021_50,7
category_4,1003156,2021_50,89
category_1,17296,2021_50,569
category_2,1101553,2021_50,17
category_1,1058713,2021_50,60
category_1,1084498,2021_50,24
category_1,48940,2021_50,12
category_1,24136,2021_50,16
category_1,17287,2021_50,6
category_3,131983,2021_50,33
category_2,124954,2021_50,19
category_3,1066570,2021_50,57
category_2,836125,2021_50,29
category_4,836584,2021_50,150
category_3,1081087,2021_50,37
category_2,837943,2021_50,84
category_2,43630,2021_50,22
category_1,839356,2021_50,33
category_1,3427,2021_50,45
category_2,20824,2021_50,103
category_2,1092184,2021_50,10
category_2,1076920,2021_50,14
category_2,815101,2021_50,39
category_3,1097143,2021_50,20
category_1,36898,2021_50,60
category_1,42424,2021_50,41
category_2,118033,2021_50,11
category_2,1103056,2021_50,7
category_1,1015621,2021_50,3
category_2,838456,2021_50,18
category_1,1075651,2021_50,13
category_2,1105018,2021_50,7
category_1,1068883,2021_50,4
category_2,865933,2021_50,28
category_1,38518,2021_50,16
category_1,1044682,2021_50,59
category_2,1098493,2021_50,8
category_2,267496,2021_50,10
category_3,7666,2021_50,219
category_2,138742,2021_50,34
category_2,1067074,2021_50,36
category_4,1003147,2021_50,49
category_2,1044502,2021_50,11
category_3,1081069,2021_50,13
category_1,1081339,2021_50,32
category_3,132334,2021_50,31
category_1,1050046,2021_50,30
category_1,1032550,2021_50,5
category_1,1056463,2021_50,38
category_4,753613,2021_50,25
category_3,1081078,2021_50,8
category_3,16936,2021_50,25
category_1,839374,2021_50,50
category_2,1070836,2021_50,7
category_2,1064473,2021_50,37
category_2,1026871,2021_50,8
category_1,142756,2021_50,47
category_2,30877,2021_50,44
category_2,172582,2021_50,17
category_2,87559,2021_50,48
category_1,124774,2021_50,49
category_1,86992,2021_50,65
category_2,1076929,2021_50,8
category_2,1006099,2021_50,4
category_1,35584,2021_50,12
category_2,1076938,2021_50,53
category_3,397213,2021_50,19
category_2,59749,2021_50,82
category_2,836152,2021_50,17
category_2,225259,2021_50,14
category_1,1067128,2021_50,10
category_1,1048975,2021_50,8
category_4,23200,2021_50,149
category_1,755584,2021_50,20
category_2,687616,2021_50,23
category_2,172033,2021_50,23
category_4,872260,2021_50,14
category_2,1105027,2021_50,12
category_2,1098502,2021_50,5
category_2,745945,2021_50,9
category_4,1082743,2021_50,9
category_2,877624,2021_50,12
category_2,1101562,2021_50,27
category_4,731104,2021_50,23
category_3,893824,2021_50,21
category_2,211309,2021_50,19
category_2,1006090,2021_50,33
category_1,1044691,2021_50,15
category_1,37510,2021_50,7
category_2,64978,2021_50,3
category_1,371104,2021_50,23
category_1,1032532,2021_50,89
category_2,117610,2021_50,28
category_2,86974,2021_50,20
category_2,1090276,2021_50,4
category_2,1105009,2021_50,4
category_2,1010068,2021_50,3
category_2,262384,2021_50,19
category_1,43738,2021_50,18
category_2,858886,2021_50,11
category_1,1021264,2021_50,22
category_2,1101571,2021_50,2
category_1,1090303,2021_50,7
category_2,57058,2021_50,4
category_3,1064572,2021_50,8
category_1,35530,2021_50,7
category_1,1032559,2021_50,25
category_2,111436,2021_50,14
category_2,1006108,2021_50,7
category_1,59047,2021_50,11
category_2,210868,2021_50,7
category_2,130993,2021_50,5
category_1,416212,2021_50,3
category_2,50785,2021_50,7
category_4,1003183,2021_50,6
category_2,1090258,2021_50,1
category_1,1090114,2021_50,2
category_1,86992,2022_3,72
category_2,174436,2022_3,45
category_2,59749,2022_3,45
category_3,169504,2022_3,515
category_1,1061341,2022_3,17
category_1,1047967,2022_3,80
category_2,1076920,2022_3,4
category_1,17296,2022_3,909
category_2,1070836,2022_3,10
category_1,48940,2022_3,9
category_3,1101661,2022_3,65
category_2,1006108,2022_3,8
category_2,210868,2022_3,12
category_2,118033,2022_3,14
category_2,1092184,2022_3,19
category_2,65788,2022_3,9
category_3,37861,2022_3,126
category_2,1103056,2022_3,15
category_2,1101562,2022_3,13
category_1,43738,2022_3,28
category_2,1044502,2022_3,5
category_1,1044610,2022_3,13
category_2,30877,2022_3,114
category_3,1081078,2022_3,11
category_1,42424,2022_3,37
category_2,1070818,2022_3,11
category_2,1010068,2022_3,6
category_2,1105009,2022_3,7
category_2,173617,2022_3,12
category_3,131983,2022_3,29
category_1,1044691,2022_3,17
category_1,76399,2022_3,60
category_2,1006090,2022_3,36
category_1,1044619,2022_3,42
category_2,110320,2022_3,52
category_1,3418,2022_3,89
category_2,130993,2022_3,25
category_1,1050046,2022_3,42
category_1,142756,2022_3,63
category_2,99079,2022_3,36
category_3,132334,2022_3,23
category_2,87559,2022_3,18
category_4,1082743,2022_3,75
category_2,1076938,2022_3,79
category_1,755584,2022_3,95
category_1,36898,2022_3,118
category_1,24136,2022_3,55
category_2,1006009,2022_3,3
category_3,1060630,2022_3,20
category_2,1076929,2022_3,7
category_2,1067092,2022_3,87
category_3,16936,2022_3,43
category_2,1105018,2022_3,10
category_1,1032541,2022_3,267
category_2,906586,2022_3,12
category_3,1047130,2022_3,68
category_2,399220,2022_3,17
category_2,858886,2022_3,18
category_2,1026871,2022_3,16
category_2,1064473,2022_3,88
category_4,1060909,2022_3,71
category_2,32245,2022_3,51
category_2,132028,2022_3,198
category_1,42496,2022_3,37
category_1,145330,2022_3,14
category_2,216151,2022_3,18
category_1,1032586,2022_3,31
category_2,745945,2022_3,15
category_1,145978,2022_3,41
category_2,50785,2022_3,29
category_1,1077118,2022_3,28
category_1,59047,2022_3,8
category_1,1032559,2022_3,25
category_3,88450,2022_3,83
category_1,1067119,2022_3,30
category_2,20824,2022_3,94
category_3,1090024,2022_3,17
category_1,1067128,2022_3,12
category_1,1058713,2022_3,46
category_2,815101,2022_3,30
category_1,1015621,2022_3,9
category_4,1003183,2022_3,31
category_3,1081087,2022_3,8
category_2,837943,2022_3,112
category_2,40759,2022_3,38
category_1,37510,2022_3,7
category_2,1101769,2022_3,20
category_3,1064572,2022_3,6
category_3,1081060,2022_3,38
category_2,906595,2022_3,7
category_3,7666,2022_3,28
category_1,1032568,2022_3,10
category_2,838456,2022_3,17
category_1,119554,2022_3,196
category_1,1090294,2022_3,17
category_4,245581,2022_3,118
category_2,1098502,2022_3,10
category_3,1013335,2022_3,18
category_1,1032532,2022_3,159
category_2,1006099,2022_3,23
category_2,836125,2022_3,24
category_1,43657,2022_3,6
category_2,687616,2022_3,9
category_4,123307,2022_3,527
category_2,117610,2022_3,6
category_2,999403,2022_3,36
category_1,1090105,2022_3,4
category_2,23569,2022_3,23
category_4,1003192,2022_3,47
category_2,172582,2022_3,16
category_1,1090303,2022_3,16
category_2,913561,2022_3,8
category_2,267496,2022_3,10
category_4,753613,2022_3,121
category_3,1081069,2022_3,21
category_2,43630,2022_3,36
category_1,3427,2022_3,34
category_1,1021264,2022_3,21
category_2,877624,2022_3,25
category_2,111382,2022_3,9
category_3,893824,2022_3,29
category_4,1003156,2022_3,182
category_1,1075651,2022_3,1
category_1,1056463,2022_3,57
category_2,211309,2022_3,18
category_2,865933,2022_3,11
category_1,370195,2022_3,29
category_1,1044682,2022_3,45
category_1,35530,2022_3,10
category_1,38518,2022_3,12
category_2,1098493,2022_3,7
category_2,1090276,2022_3,2
category_1,1054978,2022_3,51
category_1,35449,2022_3,11
category_1,1061638,2022_3,42
category_3,1097143,2022_3,42
category_2,1071115,2022_3,4
category_2,1071106,2022_3,18
category_1,17287,2022_3,28
category_1,35584,2022_3,4
category_2,225259,2022_3,14
category_2,124954,2022_3,8
category_1,124774,2022_3,20
category_1,1084498,2022_3,25
category_1,1032550,2022_3,11
category_2,1090240,2022_3,8
category_1,379249,2022_3,73
category_3,397213,2022_3,24
category_2,86974,2022_3,25
category_2,9925,2022_3,14
category_2,39436,2022_3,22
category_1,839356,2022_3,148
category_1,1030948,2022_3,6
category_2,138742,2022_3,42
category_2,903976,2022_3,34
category_2,41830,2022_3,16
category_3,1066570,2022_3,26
category_1,1048975,2022_3,15
category_2,111436,2022_3,17
category_3,1063600,2022_3,18
category_1,1049776,2022_3,34
category_2,172033,2022_3,9
category_2,262384,2022_3,14
category_2,87046,2022_3,10
category_1,1085749,2022_3,14
category_2,1071124,2022_3,10
category_2,1105027,2022_3,5
category_2,836152,2022_3,20
category_4,731104,2022_3,10
category_2,1101571,2022_3,56
category_2,1090258,2022_3,38
category_1,839374,2022_3,48
category_2,1067074,2022_3,10
category_2,267478,2022_3,4
category_1,416212,2022_3,9
category_1,1090114,2022_3,2
category_2,57058,2022_3,16
category_1,371239,2022_3,9
category_1,371104,2022_3,8
category_2,248272,2022_3,9
category_2,213802,2022_3,7
category_2,1101553,2022_3,2
category_1,1068883,2022_3,2
category_4,872260,2022_3,10
category_4,1003147,2022_3,25
category_2,64978,2022_3,1
category_1,1081321,2022_3,2
category_1,1081339,2022_3,4
category_1,839356,2021_52,19
category_1,17296,2021_52,305
category_2,111382,2021_52,15
category_4,1003147,2021_52,60
category_2,1101571,2021_52,87
category_1,1047967,2021_52,66
category_2,132028,2021_52,69
category_2,999403,2021_52,28
category_1,42496,2021_52,40
category_2,1090276,2021_52,11
category_2,858886,2021_52,5
category_1,3418,2021_52,39
category_3,16936,2021_52,27
category_2,118033,2021_52,31
category_1,142756,2021_52,28
category_1,42424,2021_52,21
category_2,59749,2021_52,59
category_2,32245,2021_52,24
category_1,1032532,2021_52,67
category_2,111436,2021_52,14
category_2,1076938,2021_52,9
category_2,99079,2021_52,8
category_2,1067092,2021_52,70
category_2,174436,2021_52,28
category_2,903976,2021_52,14
category_3,1081069,2021_52,7
category_1,1067128,2021_52,10
category_2,130993,2021_52,25
category_3,1081078,2021_52,6
category_2,262384,2021_52,13
category_2,877624,2021_52,63
category_2,1090240,2021_52,11
category_3,397213,2021_52,13
category_1,145330,2021_52,9
category_4,1024810,2021_52,68
category_1,76399,2021_52,21
category_1,1015621,2021_52,2
category_3,169504,2021_52,541
category_2,1092184,2021_52,23
category_1,145978,2021_52,25
category_1,3427,2021_52,32
category_2,211309,2021_52,3
category_2,75886,2021_52,9
category_2,1101553,2021_52,5
category_4,753613,2021_52,33
category_2,1070818,2021_52,12
category_1,1044610,2021_52,22
category_3,1101661,2021_52,27
category_2,87559,2021_52,47
category_1,48940,2021_52,15
category_2,1090249,2021_52,19
category_1,1032559,2021_52,17
category_3,1081060,2021_52,23
category_4,731104,2021_52,18
category_2,110320,2021_52,39
category_3,132334,2021_52,21
category_1,1067119,2021_52,20
category_2,399220,2021_52,82
category_3,1013335,2021_52,11
category_3,88450,2021_52,93
category_3,1060630,2021_52,21
category_2,1076929,2021_52,63
category_1,1085749,2021_52,7
category_1,35449,2021_52,1
category_2,172582,2021_52,17
category_1,1054978,2021_52,18
category_1,37510,2021_52,4
category_3,37861,2021_52,96
